EMU_component_name,RA,Dec,probs_mode,A_Galaxy_prob,A_QSO_prob,A_STAR_prob,Nonhost_prob,Host_prob,Prediction,Ground_Truth
EMU_DRAGN_00164,304.2445833333333,-50.73513888888889,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00903,311.4350416666667,-58.14736111111111,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_03265,332.911125,-48.50736111111111,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01183,314.10891666666663,-50.14266666666666,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_03219,332.4369583333333,-53.15633333333333,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00918,311.4677083333333,-51.107416666666666,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01773,319.6310833333333,-53.19936111111111,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00579,308.286875,-58.6175,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00372,306.3442916666667,-48.78383333333333,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01519,317.325625,-50.445361111111104,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_03381,333.78091666666666,-53.30616666666666,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00250,305.137375,-54.31558333333333,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00222,304.85991666666666,-61.24058333333333,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01426,316.3855,-52.95502777777778,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_02543,326.2409166666667,-51.83544444444445,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_02063,322.4680416666667,-51.86891666666666,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01968,321.5792916666667,-53.806527777777774,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_03101,331.19741666666664,-54.94886111111111,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_03235,332.63545833333336,-53.812666666666665,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00342,306.08141666666666,-58.409083333333335,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01634,318.2991666666667,-56.68297222222222,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_02874,329.1836666666667,-58.82586111111112,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_02658,327.34029166666664,-55.049638888888886,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_00773,310.09679166666666,-54.64430555555556,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_DRAGN_01142,313.6535416666667,-49.06958333333333,prior,0.45,0.45,0.1,1.0,0.0,0,1
EMU_PS_J222156.3-533900,335.484738,-53.650188,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J215803.2-624344,329.513183,-62.728933,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J203949.2-583838,309.955122,-58.643919,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J215624.1-510048,329.100394,-51.013472,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J214045.1-500037,325.187895,-50.010405,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J220653.7-524914,331.723595,-52.820692,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J204913.4-511318,312.305684,-51.221766,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J211656.8-524327,319.236704,-52.724393,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J213239.6-613827,323.165092,-61.641035,prior,0.45,0.45,0.1,0.997638,0.002362,0,0
EMU_PS_J210815.7-573617,317.065378,-57.604748,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J203654.2-601400,309.22573,-60.233267,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J200803.0-521440,302.012366,-52.244543,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J203806.6-572758,309.52751,-57.466124,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J203357.3-493616,308.488957,-49.604476,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J205904.7-572343,314.769598,-57.395486,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J202749.4-590900,306.955839,-59.149878,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J205329.0-590951,313.370973,-59.164198,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J213327.8-581221,323.365754,-58.205872,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J205249.3-521413,313.205523,-52.236962,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J211544.0-524212,318.933288,-52.703364,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J221314.2-621212,333.309311,-62.203438,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J215646.7-593930,329.194566,-59.658413,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J201700.8-493158,304.253531,-49.532801,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J212659.0-540222,321.745841,-54.039507,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J220118.0-542011,330.32482,-54.336576,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J202557.3-520755,306.488855,-52.132075,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J222222.6-505311,335.594339,-50.88652,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J202702.9-615417,306.761893,-61.904765,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J214925.4-583326,327.355686,-58.557225,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J205813.8-531636,314.557546,-53.276743,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J204812.9-520851,312.053818,-52.147518,prior,0.45,0.45,0.1,0.119325,0.880675,1,0
EMU_PS_J220104.2-624243,330.267598,-62.712199,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J214928.2-551017,327.367487,-55.171489,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J210734.6-581753,316.894011,-58.298062,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J202608.1-532733,306.533757,-53.459321,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J220625.4-490656,331.605797,-49.115557,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J213953.0-563518,324.97064,-56.588432,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J215217.8-615309,328.074314,-61.886048,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J212426.0-563458,321.108517,-56.582934,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J210731.8-540450,316.882566,-54.080678,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J220033.7-574720,330.140349,-57.788948,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J222143.5-533058,335.431395,-53.516191,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J205549.0-590553,313.954375,-59.098266,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J212825.1-550702,322.104456,-55.117451,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J212029.9-554719,320.124661,-55.788816,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J204758.4-615510,311.993136,-61.919653,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J215652.7-582806,329.219612,-58.468406,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J214721.9-553239,326.841163,-55.544353,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J210208.9-500206,315.53716,-50.035185,prior,0.45,0.45,0.1,1.0,0.0,0,0
EMU_PS_J200546.3-531018,301.442717,-53.17175,prior,0.45,0.45,0.1,1.0,0.0,0,0
